onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0296	0.9675	3	14	2	1	tailor6.jpg	rep_scenes	6.0296	6.9970	1	1.8450	tailor6.jpg
16.0050	1.0008	3	14	2	2	COCO_train2014_000000036341.jpg	coco	16.0050	17.0058	2	2.2607	COCO_train2014_000000036341.jpg
25.9966	1.0008	3	14	2	3	COCO_train2014_000000452279.jpg	coco	25.9966	26.9975	1	2.8229	COCO_train2014_000000452279.jpg
36.0054	1.0005	3	14	2	4	n03297495_6878.JPEG	imagenet	36.0054	37.0059	1	2.3029	n03297495_6878.JPEG
45.9968	1.0008	3	14	2	5	COCO_train2014_000000475316.jpg	coco	45.9968	46.9976	2	2.9751	COCO_train2014_000000475316.jpg
56.0052	1.0008	3	14	2	6	n03733805_6985.JPEG	imagenet	56.0052	57.0060	1	1.8951	n03733805_6985.JPEG
65.9969	1.0008	3	14	2	7	n04509417_2312.JPEG	imagenet	65.9969	66.9978	1	4.5109	n04509417_2312.JPEG
76.0054	1.0008	3	14	2	8	COCO_train2014_000000268008.jpg	coco	76.0054	77.0062	2	2.0788	COCO_train2014_000000268008.jpg
85.9971	1.0008	3	14	2	9	n07711569_5443.JPEG	imagenet	85.9971	86.9979	1	4.0467	n07711569_5443.JPEG
96.0056	1.0008	3	14	2	10	COCO_train2014_000000547186.jpg	coco	96.0056	97.0064	3	2.0787	COCO_train2014_000000547186.jpg
105.9973	1.0008	3	14	2	11	n04049303_3709.JPEG	imagenet	105.9973	106.9981	2	2.4622	n04049303_3709.JPEG
116.0057	1.0008	3	14	2	12	COCO_train2014_000000262145.jpg	coco	116.0057	117.0065	2	2.5985	COCO_train2014_000000262145.jpg
125.9975	1.0008	3	14	2	13	n04479046_9829.JPEG	imagenet	125.9975	126.9983	2	2.1423	n04479046_9829.JPEG
136.0078	0.9989	3	14	2	14	COCO_train2014_000000263599.jpg	coco	136.0078	137.0067	2	4.1422	COCO_train2014_000000263599.jpg
145.9976	1.0008	3	14	2	15	publicrestroom1.jpg	scenes	145.9976	146.9985	2	3.6782	publicrestroom1.jpg
156.0060	1.0009	3	14	2	16	COCO_train2014_000000062387.jpg	coco	156.0060	157.0069	3	4.9660	COCO_train2014_000000062387.jpg
165.9978	1.0008	3	14	2	17	n04346328_21908.JPEG	imagenet	165.9978	166.9986	2	2.4379	n04346328_21908.JPEG
176.0081	0.9989	3	14	2	18	staircase7.jpg	scenes	176.0081	177.0070	2	6.6859	staircase7.jpg
185.9980	1.0008	3	14	2	19	COCO_train2014_000000455657.jpg	rep_coco	185.9980	186.9988	2	2.7418	COCO_train2014_000000455657.jpg
196.0073	0.9998	3	14	2	20	hut2.jpg	scenes	196.0073	197.0072	1	6.8217	hut2.jpg
205.9981	1.0008	3	14	2	21	basketballcourt7.jpg	scenes	205.9981	206.9989	2	2.0856	basketballcourt7.jpg
216.0075	0.9999	3	14	2	22	backstage2.jpg	scenes	216.0075	217.0074	2	5.3975	backstage2.jpg
225.9983	1.0008	3	14	2	23	pier2.jpg	scenes	225.9983	226.9991	1	2.2535	pier2.jpg
236.0074	1.0001	3	14	2	24	COCO_train2014_000000190964.jpg	rep_coco	236.0074	237.0075	2	2.4533	COCO_train2014_000000190964.jpg
245.9984	1.0008	3	14	2	25	COCO_train2014_000000330298.jpg	coco	245.9984	246.9993	1	2.7412	COCO_train2014_000000330298.jpg
256.0075	1.0002	3	14	2	26	n02169497_5882.JPEG	imagenet	256.0075	257.0077	2	3.1411	n02169497_5882.JPEG
265.9986	1.0009	3	14	2	27	COCO_train2014_000000029732.jpg	coco	265.9986	266.9994	1	3.0131	COCO_train2014_000000029732.jpg
276.0072	1.0007	3	14	2	28	n02325366_7131.JPEG	imagenet	276.0072	277.0078	1	2.1569	n02325366_7131.JPEG
285.9988	1.0008	3	14	2	29	n02112137_8202.JPEG	imagenet	285.9988	286.9996	1	1.9249	n02112137_8202.JPEG
296.0075	1.0005	3	14	2	30	COCO_train2014_000000252850.jpg	coco	296.0075	297.0080	2	1.6528	COCO_train2014_000000252850.jpg
305.9989	1.0008	3	14	2	31	cabana4.jpeg	scenes	305.9989	306.9997	1	2.4206	cabana4.jpeg
316.0073	1.0008	3	14	2	32	n03016953_1536.JPEG	imagenet	316.0073	317.0081	1	2.2525	n03016953_1536.JPEG
325.9990	1.0008	3	14	2	33	n02457408_8048.JPEG	imagenet	325.9990	326.9999	1	2.0924	n02457408_8048.JPEG
336.0083	1.0000	3	14	2	34	COCO_train2014_000000045840.jpg	coco	336.0083	337.0083	2	2.7083	COCO_train2014_000000045840.jpg
345.9992	1.0008	3	14	2	35	COCO_train2014_000000575121.jpg	coco	345.9992	347.0000	1	1.8763	COCO_train2014_000000575121.jpg
356.0076	1.0008	3	14	2	36	n03450230_6981.JPEG	imagenet	356.0076	357.0085	1	2.3082	n03450230_6981.JPEG
365.9994	1.0008	3	14	2	37	COCO_train2014_000000016520.jpg	coco	365.9994	367.0002	1	1.7882	COCO_train2014_000000016520.jpg
