onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT
6.0377	0.9681	4	3	4	1	dugout1.jpg	scenes	6.0377	7.0058	2	1.2541
16.0130	0.9841	4	3	4	2	COCO_train2014_000000318299.jpg	coco	16.0130	16.9972	2	1.4538
26.0047	1.0007	4	3	4	3	n03125729_6225.JPEG	imagenet	26.0047	27.0055	2	1.2565
35.9964	1.0008	4	3	4	4	COCO_train2014_000000386856.jpg	coco	35.9964	36.9972	2	1.2483
46.0050	1.0006	4	3	4	5	COCO_train2014_000000346310.jpg	coco	46.0050	47.0056	1	1.2645
55.9965	1.0008	4	3	4	6	n04019541_4621.JPEG	rep_imagenet	55.9965	56.9973	2	1.2240
66.0057	1.0000	4	3	4	7	n04023962_16686.JPEG	imagenet	66.0057	67.0057	2	1.2244
75.9966	1.0008	4	3	4	8	labClass3.jpg	scenes	75.9966	76.9974	1	1.3360
86.0050	1.0008	4	3	4	9	COCO_train2014_000000245895.jpg	coco	86.0050	87.0058	2	1.3518
95.9967	1.0008	4	3	4	10	waterfall_outdoor4.jpg	scenes	95.9967	96.9975	1	1.1519
106.0051	1.0008	4	3	4	11	icecream4.jpg	scenes	106.0051	107.0059	1	1.3356
115.9968	1.0009	4	3	4	12	n09472597_7165.JPEG	imagenet	115.9968	116.9977	2	1.3117
126.0052	1.0008	4	3	4	13	n03763968_1201.JPEG	imagenet	126.0052	127.0060	3	1.2634
135.9969	1.0009	4	3	4	14	COCO_train2014_000000213288.jpg	coco	135.9969	136.9978	2	1.2949
146.0055	1.0007	4	3	4	15	COCO_train2014_000000372943.jpg	coco	146.0055	147.0062	2	1.2791
155.9970	1.0008	4	3	4	16	drycleaners3.jpg	scenes	155.9970	156.9979	2	1.3750
166.0054	1.0008	4	3	4	17	tenniscourt5.jpg	scenes	166.0054	167.0063	2	1.2709
175.9972	1.0008	4	3	4	18	COCO_train2014_000000398934.jpg	coco	175.9972	176.9980	1	1.3907
186.0057	1.0007	4	3	4	19	n02095570_3254.JPEG	imagenet	186.0057	187.0064	1	1.0628
195.9973	1.0008	4	3	4	20	COCO_train2014_000000146725.jpg	coco	195.9973	196.9981	3	1.3106
206.0057	1.0008	4	3	4	21	COCO_train2014_000000425135.jpg	coco	206.0057	207.0065	2	1.2864
215.9974	1.0008	4	3	4	22	n02276258_392.JPEG	imagenet	215.9974	216.9982	1	1.3185
226.0058	1.0008	4	3	4	23	n04204347_7781.JPEG	imagenet	226.0058	227.0066	3	1.2782
235.9975	1.0008	4	3	4	24	n04326547_12861.JPEG	imagenet	235.9975	236.9983	2	1.2621
246.0059	1.0008	4	3	4	25	n03642806_23635.JPEG	imagenet	246.0059	247.0067	2	1.3820
255.9976	1.0008	4	3	4	26	COCO_train2014_000000188405.jpg	coco	255.9976	256.9984	3	1.3978
266.0062	1.0006	4	3	4	27	n04376876_11087.JPEG	imagenet	266.0062	267.0069	3	1.5258
275.9977	1.0008	4	3	4	28	COCO_train2014_000000164502.jpg	coco	275.9977	276.9986	1	1.2298
286.0061	1.0008	4	3	4	29	racecarcourse.jpg	scenes	286.0061	287.0070	2	1.2615
295.9978	1.0009	4	3	4	30	laundromat3.jpg	scenes	295.9978	296.9987	2	1.3173
306.0062	1.0009	4	3	4	31	COCO_train2014_000000277778.jpg	coco	306.0062	307.0071	1	1.4532
315.9979	1.0009	4	3	4	32	n03733281_29214.JPEG	imagenet	315.9979	316.9988	2	1.5731
326.0063	1.0008	4	3	4	33	COCO_train2014_000000257164.jpg	coco	326.0063	327.0072	2	1.6451
335.9981	1.0008	4	3	4	34	n03047690_9895.JPEG	imagenet	335.9981	336.9989	2	1.3250
346.0065	1.0008	4	3	4	35	COCO_train2014_000000150196.jpg	coco	346.0065	347.0073	2	1.2367
355.9982	1.0008	4	3	4	36	n03791053_17506.JPEG	imagenet	355.9982	356.9990	2	1.3007
366.0066	1.0008	4	3	4	37	COCO_train2014_000000242631.jpg	rep_coco	366.0066	367.0074	2	1.4605
