onset	duration	Subj	Sess	Run	Trial	ImgName	ImgType	StimOn(s)	StimOff(s)	Response	RT	stim_file
6.0284	0.9672	3	5	1	1	n07920052_530.JPEG	imagenet	6.0284	6.9957	1	2.2858	n07920052_530.JPEG
16.0035	1.0008	3	5	1	2	COCO_train2014_000000371353.jpg	coco	16.0035	17.0044	2	2.4599	COCO_train2014_000000371353.jpg
26.0119	0.9841	3	5	1	3	island4.jpg	scenes	26.0119	26.9960	2	3.3676	island4.jpg
36.0036	1.0008	3	5	1	4	COCO_train2014_000000573453.jpg	coco	36.0036	37.0044	1	3.2317	COCO_train2014_000000573453.jpg
46.0120	0.9841	3	5	1	5	COCO_train2014_000000369775.jpg	coco	46.0120	46.9961	2	3.9918	COCO_train2014_000000369775.jpg
56.0037	1.0008	3	5	1	6	COCO_train2014_000000007953.jpg	coco	56.0037	57.0045	1	3.3033	COCO_train2014_000000007953.jpg
65.9951	1.0011	3	5	1	7	n03763968_1201.JPEG	imagenet	65.9951	66.9962	1	3.6876	n03763968_1201.JPEG
76.0038	1.0008	3	5	1	8	COCO_train2014_000000213288.jpg	coco	76.0038	77.0046	2	3.1435	COCO_train2014_000000213288.jpg
85.9952	1.0011	3	5	1	9	checkoutcounter7.jpg	scenes	85.9952	86.9963	3	6.6794	checkoutcounter7.jpg
96.0039	1.0008	3	5	1	10	COCO_train2014_000000444043.jpg	coco	96.0039	97.0047	1	2.0629	COCO_train2014_000000444043.jpg
105.9954	1.0010	3	5	1	11	n02108551_26574.JPEG	imagenet	105.9954	106.9964	1	3.6311	n02108551_26574.JPEG
116.0046	1.0002	3	5	1	12	n04357314_13472.JPEG	imagenet	116.0046	117.0048	3	3.5910	n04357314_13472.JPEG
126.0124	0.9841	3	5	1	13	n02096051_52.JPEG	imagenet	126.0124	126.9965	1	3.9269	n02096051_52.JPEG
136.0047	1.0003	3	5	1	14	COCO_train2014_000000554759.jpg	coco	136.0047	137.0049	2	2.0787	COCO_train2014_000000554759.jpg
145.9955	1.0011	3	5	1	15	COCO_train2014_000000383652.jpg	coco	145.9955	146.9966	2	5.5345	COCO_train2014_000000383652.jpg
156.0042	1.0008	3	5	1	16	sculpturegarden4.jpg	scenes	156.0042	157.0050	1	2.7825	sculpturegarden4.jpg
165.9956	1.0023	3	5	1	17	n02100735_1814.JPEG	imagenet	165.9956	166.9979	1	6.5743	n02100735_1814.JPEG
176.0043	1.0008	3	5	1	18	COCO_train2014_000000213838.jpg	coco	176.0043	177.0051	2	3.7663	COCO_train2014_000000213838.jpg
185.9957	1.0011	3	5	1	19	fittingroom2.jpg	scenes	185.9957	186.9968	3	3.2781	fittingroom2.jpg
196.0049	1.0003	3	5	1	20	n06874185_9410.JPEG	imagenet	196.0049	197.0052	3	4.7259	n06874185_9410.JPEG
205.9959	1.0011	3	5	1	21	squashcourt.jpg	rep_scenes	205.9959	206.9969	2	4.7579	squashcourt.jpg
216.0050	1.0003	3	5	1	22	n03534580_89.JPEG	imagenet	216.0050	217.0053	1	2.2057	n03534580_89.JPEG
225.9960	1.0011	3	5	1	23	n01644900_18469.JPEG	imagenet	225.9960	226.9971	1	3.9336	n01644900_18469.JPEG
236.0050	1.0004	3	5	1	24	grocerystore5.jpg	scenes	236.0050	237.0054	2	8.0615	grocerystore5.jpg
245.9961	1.0011	3	5	1	25	n01843065_640.JPEG	rep_imagenet	245.9961	246.9972	1	1.9095	n01843065_640.JPEG
256.0048	1.0008	3	5	1	26	COCO_train2014_000000498615.jpg	coco	256.0048	257.0055	3	7.6692	COCO_train2014_000000498615.jpg
265.9962	1.0010	3	5	1	27	COCO_train2014_000000345608.jpg	coco	265.9962	266.9973	3	2.7011	COCO_train2014_000000345608.jpg
276.0051	1.0005	3	5	1	28	driveway4.jpg	scenes	276.0051	277.0057	2	5.2370	driveway4.jpg
285.9968	1.0006	3	5	1	29	n02095314_6058.JPEG	imagenet	285.9968	286.9974	1	1.8049	n02095314_6058.JPEG
296.0052	1.0005	3	5	1	30	n01828970_9787.JPEG	imagenet	296.0052	297.0058	1	2.3567	n01828970_9787.JPEG
305.9964	1.0011	3	5	1	31	n02500267_456.JPEG	imagenet	305.9964	306.9975	1	2.8126	n02500267_456.JPEG
316.0052	1.0007	3	5	1	32	COCO_train2014_000000565652.jpg	coco	316.0052	317.0059	1	2.9565	COCO_train2014_000000565652.jpg
325.9967	1.0008	3	5	1	33	n02808304_3656.JPEG	imagenet	325.9967	326.9976	2	2.3723	n02808304_3656.JPEG
336.0052	1.0008	3	5	1	34	n04325704_11508.JPEG	imagenet	336.0052	337.0060	1	5.2282	n04325704_11508.JPEG
345.9968	1.0008	3	5	1	35	COCO_train2014_000000574784.jpg	coco	345.9968	346.9977	1	3.3562	COCO_train2014_000000574784.jpg
356.0053	1.0008	3	5	1	36	skislope11.jpg	scenes	356.0053	357.0061	2	2.7800	skislope11.jpg
365.9969	1.0008	3	5	1	37	COCO_train2014_000000300072.jpg	coco	365.9969	366.9978	1	5.6919	COCO_train2014_000000300072.jpg
